MSR,sequence,chip_number,chip_coordinate,stage_coordinate,dnum_group,mp_number,parameter,cd_value,no_of_mp_image,mp_image_name_01
20250711_PROF_CONTACT_DEPTH_WF944151,21,"-6, 6","14518255,225746","174416344, 141282825","28, -1",28,TOP_WIDTH,15.56,5,20250711_PROF_CONTACT_DEPTH_WF944151_021_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,21,"-6, 6","14518255,225746","174416344, 141282825","28, -1",28,HEIGHT,144.74,5,20250711_PROF_CONTACT_DEPTH_WF944151_021_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,21,"-6, 6","14518255,225746","174416344, 141282825","28, -1",28,BOTTOM_WIDTH,32.37,5,20250711_PROF_CONTACT_DEPTH_WF944151_021_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,22,"-4, 2","10307495,272298","174372416, 149117902","17, -1",17,TOP_WIDTH,29.16,2,20250711_PROF_CONTACT_DEPTH_WF944151_022_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,22,"-4, 2","10307495,272298","174372416, 149117902","17, -1",17,HEIGHT,104.87,2,20250711_PROF_CONTACT_DEPTH_WF944151_022_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,22,"-4, 2","10307495,272298","174372416, 149117902","17, -1",17,BOTTOM_WIDTH,41.74,5,20250711_PROF_CONTACT_DEPTH_WF944151_022_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,23,"10, 0","12441077,217548","177796391, 148407451","12, -1",12,TOP_WIDTH,25.92,1,20250711_PROF_CONTACT_DEPTH_WF944151_023_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,23,"10, 0","12441077,217548","177796391, 148407451","12, -1",12,HEIGHT,149.4,5,20250711_PROF_CONTACT_DEPTH_WF944151_023_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,23,"10, 0","12441077,217548","177796391, 148407451","12, -1",12,BOTTOM_WIDTH,35.52,5,20250711_PROF_CONTACT_DEPTH_WF944151_023_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,24,"-6, 6","13743168,220869","173005557, 149501897","21, -1",21,TOP_WIDTH,41.17,2,20250711_PROF_CONTACT_DEPTH_WF944151_024_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,24,"-6, 6","13743168,220869","173005557, 149501897","21, -1",21,HEIGHT,160.39,4,20250711_PROF_CONTACT_DEPTH_WF944151_024_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,24,"-6, 6","13743168,220869","173005557, 149501897","21, -1",21,BOTTOM_WIDTH,43.18,1,20250711_PROF_CONTACT_DEPTH_WF944151_024_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,25,"-4, 6","14090638,230375","171054635, 144435176","1, -1",1,TOP_WIDTH,35.06,5,20250711_PROF_CONTACT_DEPTH_WF944151_025_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,25,"-4, 6","14090638,230375","171054635, 144435176","1, -1",1,HEIGHT,186.16,3,20250711_PROF_CONTACT_DEPTH_WF944151_025_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,25,"-4, 6","14090638,230375","171054635, 144435176","1, -1",1,BOTTOM_WIDTH,26.64,4,20250711_PROF_CONTACT_DEPTH_WF944151_025_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,26,"-9, 6","10334744,285003","175437011, 141731828","16, -1",16,TOP_WIDTH,34.01,3,20250711_PROF_CONTACT_DEPTH_WF944151_026_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,26,"-9, 6","10334744,285003","175437011, 141731828","16, -1",16,HEIGHT,175.23,3,20250711_PROF_CONTACT_DEPTH_WF944151_026_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,26,"-9, 6","10334744,285003","175437011, 141731828","16, -1",16,BOTTOM_WIDTH,32.36,5,20250711_PROF_CONTACT_DEPTH_WF944151_026_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,27,"-5, 4","13159649,285678","176350486, 146128662","28, -1",28,TOP_WIDTH,40.06,5,20250711_PROF_CONTACT_DEPTH_WF944151_027_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,27,"-5, 4","13159649,285678","176350486, 146128662","28, -1",28,HEIGHT,87.74,2,20250711_PROF_CONTACT_DEPTH_WF944151_027_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,27,"-5, 4","13159649,285678","176350486, 146128662","28, -1",28,BOTTOM_WIDTH,30.49,3,20250711_PROF_CONTACT_DEPTH_WF944151_027_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,28,"-1, 7","14084090,263191","170110690, 148419427","14, -1",14,TOP_WIDTH,19.97,1,20250711_PROF_CONTACT_DEPTH_WF944151_028_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,28,"-1, 7","14084090,263191","170110690, 148419427","14, -1",14,HEIGHT,127.18,3,20250711_PROF_CONTACT_DEPTH_WF944151_028_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,28,"-1, 7","14084090,263191","170110690, 148419427","14, -1",14,BOTTOM_WIDTH,21.35,2,20250711_PROF_CONTACT_DEPTH_WF944151_028_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,29,"-5, -5","13038546,278908","171985251, 143864570","10, -1",10,TOP_WIDTH,36.61,4,20250711_PROF_CONTACT_DEPTH_WF944151_029_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,29,"-5, -5","13038546,278908","171985251, 143864570","10, -1",10,HEIGHT,151.28,4,20250711_PROF_CONTACT_DEPTH_WF944151_029_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,29,"-5, -5","13038546,278908","171985251, 143864570","10, -1",10,BOTTOM_WIDTH,21.32,2,20250711_PROF_CONTACT_DEPTH_WF944151_029_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,30,"7, -2","13446872,202942","174088109, 140723841","18, -1",18,TOP_WIDTH,19.83,5,20250711_PROF_CONTACT_DEPTH_WF944151_030_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,30,"7, -2","13446872,202942","174088109, 140723841","18, -1",18,HEIGHT,55.88,5,20250711_PROF_CONTACT_DEPTH_WF944151_030_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,30,"7, -2","13446872,202942","174088109, 140723841","18, -1",18,BOTTOM_WIDTH,19.41,2,20250711_PROF_CONTACT_DEPTH_WF944151_030_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,31,"-3, 5","11510264,267717","176802428, 149455717","28, -1",28,TOP_WIDTH,36.59,3,20250711_PROF_CONTACT_DEPTH_WF944151_031_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,31,"-3, 5","11510264,267717","176802428, 149455717","28, -1",28,HEIGHT,192.09,2,20250711_PROF_CONTACT_DEPTH_WF944151_031_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,31,"-3, 5","11510264,267717","176802428, 149455717","28, -1",28,BOTTOM_WIDTH,28.48,4,20250711_PROF_CONTACT_DEPTH_WF944151_031_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,32,"3, -7","11430817,228752","176891524, 142394312","26, -1",26,TOP_WIDTH,38.02,5,20250711_PROF_CONTACT_DEPTH_WF944151_032_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,32,"3, -7","11430817,228752","176891524, 142394312","26, -1",26,HEIGHT,148.95,3,20250711_PROF_CONTACT_DEPTH_WF944151_032_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,32,"3, -7","11430817,228752","176891524, 142394312","26, -1",26,BOTTOM_WIDTH,20.03,3,20250711_PROF_CONTACT_DEPTH_WF944151_032_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,33,"2, 0","14954278,209023","173855635, 146345333","3, -1",3,TOP_WIDTH,15.5,5,20250711_PROF_CONTACT_DEPTH_WF944151_033_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,33,"2, 0","14954278,209023","173855635, 146345333","3, -1",3,HEIGHT,178.94,5,20250711_PROF_CONTACT_DEPTH_WF944151_033_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,33,"2, 0","14954278,209023","173855635, 146345333","3, -1",3,BOTTOM_WIDTH,35.53,2,20250711_PROF_CONTACT_DEPTH_WF944151_033_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,34,"6, -5","10807811,223255","177983760, 140654924","17, -1",17,TOP_WIDTH,30.1,1,20250711_PROF_CONTACT_DEPTH_WF944151_034_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,34,"6, -5","10807811,223255","177983760, 140654924","17, -1",17,HEIGHT,63.98,2,20250711_PROF_CONTACT_DEPTH_WF944151_034_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,34,"6, -5","10807811,223255","177983760, 140654924","17, -1",17,BOTTOM_WIDTH,42.06,5,20250711_PROF_CONTACT_DEPTH_WF944151_034_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,35,"-10, -5","13619657,268425","177057906, 146213902","22, -1",22,TOP_WIDTH,30.89,2,20250711_PROF_CONTACT_DEPTH_WF944151_035_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,35,"-10, -5","13619657,268425","177057906, 146213902","22, -1",22,HEIGHT,190.76,4,20250711_PROF_CONTACT_DEPTH_WF944151_035_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,35,"-10, -5","13619657,268425","177057906, 146213902","22, -1",22,BOTTOM_WIDTH,38.69,4,20250711_PROF_CONTACT_DEPTH_WF944151_035_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,36,"-1, 10","14941293,297175","179665703, 141639417","8, -1",8,TOP_WIDTH,29.31,2,20250711_PROF_CONTACT_DEPTH_WF944151_036_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,36,"-1, 10","14941293,297175","179665703, 141639417","8, -1",8,HEIGHT,186.51,1,20250711_PROF_CONTACT_DEPTH_WF944151_036_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,36,"-1, 10","14941293,297175","179665703, 141639417","8, -1",8,BOTTOM_WIDTH,23.5,5,20250711_PROF_CONTACT_DEPTH_WF944151_036_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,37,"1, -2","12162624,224775","170091762, 140119354","3, -1",3,TOP_WIDTH,30.59,4,20250711_PROF_CONTACT_DEPTH_WF944151_037_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,37,"1, -2","12162624,224775","170091762, 140119354","3, -1",3,HEIGHT,148.18,3,20250711_PROF_CONTACT_DEPTH_WF944151_037_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,37,"1, -2","12162624,224775","170091762, 140119354","3, -1",3,BOTTOM_WIDTH,27.27,1,20250711_PROF_CONTACT_DEPTH_WF944151_037_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,38,"-5, -6","13574147,285403","179820882, 144255251","17, -1",17,TOP_WIDTH,27.71,3,20250711_PROF_CONTACT_DEPTH_WF944151_038_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,38,"-5, -6","13574147,285403","179820882, 144255251","17, -1",17,HEIGHT,141.78,4,20250711_PROF_CONTACT_DEPTH_WF944151_038_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,38,"-5, -6","13574147,285403","179820882, 144255251","17, -1",17,BOTTOM_WIDTH,37.65,4,20250711_PROF_CONTACT_DEPTH_WF944151_038_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,39,"4, 8","14677174,263238","172998417, 146211142","15, -1",15,TOP_WIDTH,22.61,3,20250711_PROF_CONTACT_DEPTH_WF944151_039_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,39,"4, 8","14677174,263238","172998417, 146211142","15, -1",15,HEIGHT,136.65,4,20250711_PROF_CONTACT_DEPTH_WF944151_039_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,39,"4, 8","14677174,263238","172998417, 146211142","15, -1",15,BOTTOM_WIDTH,37.07,1,20250711_PROF_CONTACT_DEPTH_WF944151_039_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,40,"-3, -10","13746309,291660","172714471, 141682396","12, -1",12,TOP_WIDTH,38.58,5,20250711_PROF_CONTACT_DEPTH_WF944151_040_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,40,"-3, -10","13746309,291660","172714471, 141682396","12, -1",12,HEIGHT,142.1,1,20250711_PROF_CONTACT_DEPTH_WF944151_040_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,40,"-3, -10","13746309,291660","172714471, 141682396","12, -1",12,BOTTOM_WIDTH,19.82,1,20250711_PROF_CONTACT_DEPTH_WF944151_040_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,41,"-7, -1","11219103,261822","177304421, 141478755","7, -1",7,TOP_WIDTH,26.13,5,20250711_PROF_CONTACT_DEPTH_WF944151_041_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,41,"-7, -1","11219103,261822","177304421, 141478755","7, -1",7,HEIGHT,55.66,4,20250711_PROF_CONTACT_DEPTH_WF944151_041_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,41,"-7, -1","11219103,261822","177304421, 141478755","7, -1",7,BOTTOM_WIDTH,42.92,4,20250711_PROF_CONTACT_DEPTH_WF944151_041_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,42,"6, -1","14370511,237548","170964069, 142940561","14, -1",14,TOP_WIDTH,15.32,5,20250711_PROF_CONTACT_DEPTH_WF944151_042_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,42,"6, -1","14370511,237548","170964069, 142940561","14, -1",14,HEIGHT,92.9,1,20250711_PROF_CONTACT_DEPTH_WF944151_042_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,42,"6, -1","14370511,237548","170964069, 142940561","14, -1",14,BOTTOM_WIDTH,38.52,5,20250711_PROF_CONTACT_DEPTH_WF944151_042_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,43,"4, -10","11943396,280634","172843451, 140605005","20, -1",20,TOP_WIDTH,15.01,2,20250711_PROF_CONTACT_DEPTH_WF944151_043_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,43,"4, -10","11943396,280634","172843451, 140605005","20, -1",20,HEIGHT,63.03,3,20250711_PROF_CONTACT_DEPTH_WF944151_043_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,43,"4, -10","11943396,280634","172843451, 140605005","20, -1",20,BOTTOM_WIDTH,38.39,3,20250711_PROF_CONTACT_DEPTH_WF944151_043_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,44,"8, -7","13314700,253143","179832793, 143360650","23, -1",23,TOP_WIDTH,36.11,1,20250711_PROF_CONTACT_DEPTH_WF944151_044_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,44,"8, -7","13314700,253143","179832793, 143360650","23, -1",23,HEIGHT,132.44,5,20250711_PROF_CONTACT_DEPTH_WF944151_044_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,44,"8, -7","13314700,253143","179832793, 143360650","23, -1",23,BOTTOM_WIDTH,42.45,3,20250711_PROF_CONTACT_DEPTH_WF944151_044_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,45,"-1, 8","12319515,229661","173263591, 147629590","18, -1",18,TOP_WIDTH,15.14,2,20250711_PROF_CONTACT_DEPTH_WF944151_045_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,45,"-1, 8","12319515,229661","173263591, 147629590","18, -1",18,HEIGHT,111.07,1,20250711_PROF_CONTACT_DEPTH_WF944151_045_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,45,"-1, 8","12319515,229661","173263591, 147629590","18, -1",18,BOTTOM_WIDTH,31.76,5,20250711_PROF_CONTACT_DEPTH_WF944151_045_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,46,"-2, 2","12851840,215336","178611521, 144323377","26, -1",26,TOP_WIDTH,38.8,3,20250711_PROF_CONTACT_DEPTH_WF944151_046_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,46,"-2, 2","12851840,215336","178611521, 144323377","26, -1",26,HEIGHT,154.13,4,20250711_PROF_CONTACT_DEPTH_WF944151_046_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,46,"-2, 2","12851840,215336","178611521, 144323377","26, -1",26,BOTTOM_WIDTH,31.9,2,20250711_PROF_CONTACT_DEPTH_WF944151_046_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,47,"-1, 4","13849099,289337","177729606, 149845315","15, -1",15,TOP_WIDTH,18.49,1,20250711_PROF_CONTACT_DEPTH_WF944151_047_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,47,"-1, 4","13849099,289337","177729606, 149845315","15, -1",15,HEIGHT,107.4,2,20250711_PROF_CONTACT_DEPTH_WF944151_047_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,47,"-1, 4","13849099,289337","177729606, 149845315","15, -1",15,BOTTOM_WIDTH,35.31,2,20250711_PROF_CONTACT_DEPTH_WF944151_047_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,48,"-1, -8","13459679,246281","178665502, 148986747","-1, -1",-1,TOP_WIDTH,39.97,2,20250711_PROF_CONTACT_DEPTH_WF944151_048_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,48,"-1, -8","13459679,246281","178665502, 148986747","-1, -1",-1,HEIGHT,93.09,4,20250711_PROF_CONTACT_DEPTH_WF944151_048_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,48,"-1, -8","13459679,246281","178665502, 148986747","-1, -1",-1,BOTTOM_WIDTH,35.21,3,20250711_PROF_CONTACT_DEPTH_WF944151_048_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,49,"-8, 7","14651915,223394","177995273, 145265911","28, -1",28,TOP_WIDTH,32.21,2,20250711_PROF_CONTACT_DEPTH_WF944151_049_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,49,"-8, 7","14651915,223394","177995273, 145265911","28, -1",28,HEIGHT,192.07,2,20250711_PROF_CONTACT_DEPTH_WF944151_049_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,49,"-8, 7","14651915,223394","177995273, 145265911","28, -1",28,BOTTOM_WIDTH,29.97,2,20250711_PROF_CONTACT_DEPTH_WF944151_049_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,50,"-3, -7","12030517,234787","173469169, 143845464","7, -1",7,TOP_WIDTH,40.09,3,20250711_PROF_CONTACT_DEPTH_WF944151_050_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,50,"-3, -7","12030517,234787","173469169, 143845464","7, -1",7,HEIGHT,73.4,1,20250711_PROF_CONTACT_DEPTH_WF944151_050_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,50,"-3, -7","12030517,234787","173469169, 143845464","7, -1",7,BOTTOM_WIDTH,18.6,1,20250711_PROF_CONTACT_DEPTH_WF944151_050_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,51,"8, -3","14132772,280455","170111126, 149084425","27, -1",27,TOP_WIDTH,29.47,5,20250711_PROF_CONTACT_DEPTH_WF944151_051_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,51,"8, -3","14132772,280455","170111126, 149084425","27, -1",27,HEIGHT,97.31,5,20250711_PROF_CONTACT_DEPTH_WF944151_051_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,51,"8, -3","14132772,280455","170111126, 149084425","27, -1",27,BOTTOM_WIDTH,41.06,4,20250711_PROF_CONTACT_DEPTH_WF944151_051_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,52,"-5, 8","14287699,236735","176675310, 143726098","4, -1",4,TOP_WIDTH,16.62,4,20250711_PROF_CONTACT_DEPTH_WF944151_052_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,52,"-5, 8","14287699,236735","176675310, 143726098","4, -1",4,HEIGHT,121.75,5,20250711_PROF_CONTACT_DEPTH_WF944151_052_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,52,"-5, 8","14287699,236735","176675310, 143726098","4, -1",4,BOTTOM_WIDTH,15.98,3,20250711_PROF_CONTACT_DEPTH_WF944151_052_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,53,"1, -10","11466331,259925","172019442, 148694039","22, -1",22,TOP_WIDTH,15.25,2,20250711_PROF_CONTACT_DEPTH_WF944151_053_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,53,"1, -10","11466331,259925","172019442, 148694039","22, -1",22,HEIGHT,106.91,1,20250711_PROF_CONTACT_DEPTH_WF944151_053_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,53,"1, -10","11466331,259925","172019442, 148694039","22, -1",22,BOTTOM_WIDTH,24.76,5,20250711_PROF_CONTACT_DEPTH_WF944151_053_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,54,"-3, 5","11569948,271901","174409875, 143978534","30, -1",30,TOP_WIDTH,33.39,3,20250711_PROF_CONTACT_DEPTH_WF944151_054_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,54,"-3, 5","11569948,271901","174409875, 143978534","30, -1",30,HEIGHT,77.59,4,20250711_PROF_CONTACT_DEPTH_WF944151_054_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,54,"-3, 5","11569948,271901","174409875, 143978534","30, -1",30,BOTTOM_WIDTH,21.32,3,20250711_PROF_CONTACT_DEPTH_WF944151_054_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,55,"0, -4","13360414,236651","177561977, 143018040","18, -1",18,TOP_WIDTH,35.58,1,20250711_PROF_CONTACT_DEPTH_WF944151_055_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,55,"0, -4","13360414,236651","177561977, 143018040","18, -1",18,HEIGHT,158.12,2,20250711_PROF_CONTACT_DEPTH_WF944151_055_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,55,"0, -4","13360414,236651","177561977, 143018040","18, -1",18,BOTTOM_WIDTH,31.66,4,20250711_PROF_CONTACT_DEPTH_WF944151_055_BOTTOM_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,56,"-4, -6","11223425,296802","172509000, 147935405","5, -1",5,TOP_WIDTH,27.65,2,20250711_PROF_CONTACT_DEPTH_WF944151_056_TOP_WIDTH_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,56,"-4, -6","11223425,296802","172509000, 147935405","5, -1",5,HEIGHT,199.33,5,20250711_PROF_CONTACT_DEPTH_WF944151_056_HEIGHT_20250719_083511.tif
20250711_PROF_CONTACT_DEPTH_WF944151,56,"-4, -6","11223425,296802","172509000, 147935405","5, -1",5,BOTTOM_WIDTH,31.02,3,20250711_PROF_CONTACT_DEPTH_WF944151_056_BOTTOM_WIDTH_20250719_083511.tif
20250627_THICK_NITRIDE_WF358607,1,"1, -8","10830260,290510","172740422, 141007243","8, -1",8,UNIFORMITY,29.06,1,20250627_THICK_NITRIDE_WF358607_001_UNIFORMITY_20250719_083511.tif
20250627_THICK_NITRIDE_WF358607,1,"1, -8","10830260,290510","172740422, 141007243","8, -1",8,THICKNESS,50.49,3,20250627_THICK_NITRIDE_WF358607_001_THICKNESS_20250719_083511.tif
20250627_THICK_NITRIDE_WF358607,2,"-3, 6","13027968,247226","179401113, 149353155","8, -1",8,UNIFORMITY,23.77,4,20250627_THICK_NITRIDE_WF358607_002_UNIFORMITY_20250719_083511.tif
20250627_THICK_NITRIDE_WF358607,2,"-3, 6","13027968,247226","179401113, 149353155","8, -1",8,THICKNESS,20.91,5,20250627_THICK_NITRIDE_WF358607_002_THICKNESS_20250719_083511.tif
20250627_THICK_NITRIDE_WF358607,3,"-4, -5","14839000,275483","179033494, 142928275","9, -1",9,UNIFORMITY,24.2,5,20250627_THICK_NITRIDE_WF358607_003_UNIFORMITY_20250719_083511.tif
20250627_THICK_NITRIDE_WF358607,3,"-4, -5","14839000,275483","179033494, 142928275","9, -1",9,THICKNESS,53.87,4,20250627_THICK_NITRIDE_WF358607_003_THICKNESS_20250719_083511.tif
20250627_THICK_NITRIDE_WF358607,4,"-7, -7","13196655,280434","174807067, 147780468","4, -1",4,UNIFORMITY,44.73,3,20250627_THICK_NITRIDE_WF358607_004_UNIFORMITY_20250719_083511.tif
20250627_THICK_NITRIDE_WF358607,4,"-7, -7","13196655,280434","174807067, 147780468","4, -1",4,THICKNESS,47.96,5,20250627_THICK_NITRIDE_WF358607_004_THICKNESS_20250719_083511.tif
20250627_THICK_NITRIDE_WF358607,5,"5, -3","13395479,209351","171327277, 142717900","10, -1",10,UNIFORMITY,22.68,3,20250627_THICK_NITRIDE_WF358607_005_UNIFORMITY_20250719_083511.tif
